所管,組織,科目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
国土交通省,国土地理院,国土地理院共通費,53,⑧技術的独占対抗・⑨外部効果克服,30%,16,37,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土地理院,国土地理院施設費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土地理院,災害情報整備推進費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土地理院,地理空間情報整備・活用等推進費,28,⑧技術的独占対抗・⑨外部効果克服,30%,8,20,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土地理院,技術研究開発推進費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海難審判所,海難審判所共通費,9,⑧技術的独占対抗・⑨外部効果克服,30%,3,6,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海難審判所,海難審判費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,地方整備局共通費,351,⑧技術的独占対抗・⑨外部効果克服,30%,105,246,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,地方整備局施設費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,地方整備推進費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,治水海岸事業工事諸費,911,⑨外部効果克服,80%,729,182,維持（縮小）,⑨治水は外部効果。
国土交通省,地方整備局,道路整備事業工事諸費,819,⑧技術的独占対抗・⑨外部効果克服,30%,246,573,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,港湾空港整備事業工事諸費,195,⑧技術的独占対抗・⑨外部効果克服,30%,58,137,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,都市環境整備事業工事諸費,91,⑧技術的独占対抗・⑨外部効果克服,30%,27,64,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,国営公園等事業工事諸費,18,⑧技術的独占対抗・⑨外部効果克服,30%,5,13,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方整備局,河川等災害復旧事業等工事諸費,11,⑧技術的独占対抗・⑨外部効果克服,30%,3,8,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道開発局共通費,106,該当なし,0%,0,106,廃止,特定地域への開発補助はフリードマン否定。市場による資源配分が優先。
国土交通省,北海道開発局,北海道開発局施設費,0,該当なし,0%,0,0,廃止,特定地域への開発補助はフリードマン否定。市場による資源配分が優先。
国土交通省,北海道開発局,北海道開発行政推進費,1,該当なし,0%,0,1,廃止,特定地域への開発補助はフリードマン否定。市場による資源配分が優先。
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,95,⑨外部効果克服,80%,76,19,維持（縮小）,⑨治水は外部効果。
国土交通省,北海道開発局,北海道道路整備事業工事諸費,166,⑧技術的独占対抗・⑨外部効果克服,30%,50,116,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,26,⑧技術的独占対抗・⑨外部効果克服,30%,8,18,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,16,⑧技術的独占対抗・⑨外部効果克服,30%,5,11,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道国営公園等事業工事諸費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,91,⑧技術的独占対抗・⑨外部効果克服,30%,27,64,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,北海道開発局,北海道災害復旧事業等工事諸費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方運輸局,地方運輸局共通費,223,⑧技術的独占対抗・⑨外部効果克服,30%,67,156,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方運輸局,地方運輸行政推進費,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方航空局,地方航空局共通費,24,⑧技術的独占対抗・⑨外部効果克服,30%,7,17,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,地方航空局,地方航空行政推進費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,観光庁,観光庁共通費,23,該当なし,0%,0,23,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,観光振興費,23,該当なし,0%,0,23,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源観光振興費,1136,該当なし,0%,0,1136,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立科学博物館施設整備費,8,該当なし,0%,0,8,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源独立行政法人日本芸術文化振興会施設整備費,1,該当なし,0%,0,1,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立文化財機構施設整備費,13,該当なし,0%,0,13,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立美術館施設整備費,3,該当なし,0%,0,3,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,独立行政法人国際観光振興機構運営費,56,該当なし,0%,0,56,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,観光庁,国際観光旅客税財源独立行政法人国際観光振興機構運営費,80,該当なし,0%,0,80,廃止,観光振興は産業政策。民間・地方が担う。
国土交通省,気象庁,気象官署共通費,370,⑨外部効果克服,80%,296,74,維持（縮小）,⑨気象観測・予報は公共財（民間が過少供給）。ただし商業気象サービスは民間へ。
国土交通省,気象庁,気象官署施設費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財（民間が過少供給）。ただし商業気象サービスは民間へ。
国土交通省,気象庁,観測予報等業務費,116,⑧技術的独占対抗・⑨外部効果克服,30%,35,81,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,気象庁,気象研究所,31,⑨外部効果克服,80%,25,6,維持（縮小）,⑨気象観測・予報は公共財（民間が過少供給）。ただし商業気象サービスは民間へ。
国土交通省,運輸安全委員会,運輸安全委員会,22,⑧技術的独占対抗・⑨外部効果克服,30%,7,15,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,海上保安官署共通費,1248,①法秩序維持,100%,1248,0,維持,①法と秩序（海上治安・国境警備）は政府の核心機能。
国土交通省,海上保安庁,海上保安官署施設費,53,①法秩序維持,100%,53,0,維持,①法と秩序（海上治安・国境警備）は政府の核心機能。
国土交通省,海上保安庁,船舶交通安全及海上治安対策費,1078,⑧技術的独占対抗・⑨外部効果克服,30%,323,755,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,船舶建造費,316,⑧技術的独占対抗・⑨外部効果克服,30%,95,221,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,船舶交通安全基盤整備事業費,250,⑧技術的独占対抗・⑨外部効果克服,30%,75,175,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,船舶交通安全基盤整備事業工事諸費,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,船舶交通安全基盤災害復旧事業費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,海上保安庁,船舶交通安全基盤災害復旧事業工事諸費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
環境省,環境本省,環境本省共通費,174,⑨外部効果克服,50%,87,87,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境本省施設費,21,⑨外部効果克服,50%,10,11,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,地球温暖化対策推進費,14,⑨外部効果克服,50%,7,7,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,石油石炭税財源エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,1103,⑨外部効果克服,50%,552,551,縮小,⑨エネルギー消費の環境外部効果（CO2等）。補助ではなく炭素税が効率的。移行期は一部維持。
環境省,環境本省,地球環境保全等試験研究費,2,⑨外部効果克服,50%,1,1,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,地球環境保全費,31,⑨外部効果克服,50%,16,15,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,大気・水・土壌環境等保全費,53,⑨外部効果克服,50%,26,27,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,資源循環政策推進費,100,⑨外部効果克服,50%,50,50,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,廃棄物処理施設整備費,376,⑨外部効果克服,70%,263,113,縮小,⑨廃棄物の環境外部効果。施設整備補助から排出者負担原則へ移行。
環境省,環境本省,生物多様性保全費,45,⑨外部効果克服,50%,22,23,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,人と自然のふれあい推進費,10,⑨外部効果克服,50%,5,5,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境保全施設整備費,3,⑨外部効果克服,50%,2,1,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,自然公園等事業費,72,⑨外部効果克服,50%,36,36,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,化学物質対策推進費,19,⑨外部効果克服,50%,10,9,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境保健対策推進費,134,⑨外部効果克服,80%,107,27,維持（縮小）,⑨公害・化学物質の健康外部効果への対応は正当機能。
環境省,環境本省,自動車重量税財源公害健康被害補償費,57,⑨外部効果克服,50%,28,29,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境・経済・社会の統合的向上費,7,⑨外部効果克服,50%,4,3,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境政策基盤整備費,62,⑨外部効果克服,50%,31,31,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,環境調査研修所,13,⑨外部効果克服,50%,6,7,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,独立行政法人環境再生保全機構運営費,77,⑨外部効果克服,50%,38,39,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,国立研究開発法人国立環境研究所運営費,171,⑨外部効果克服,50%,86,85,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,国立研究開発法人国立環境研究所施設整備費,26,⑨外部効果克服,50%,13,13,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,地域脱炭素推進費,5,⑨外部効果克服,50%,2,3,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,石綿健康被害救済事務費労働保険特別会計へ繰入,3,⑨外部効果克服,50%,2,1,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,自然公園等事業工事諸費,6,⑨外部効果克服,50%,3,3,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,廃棄物処理施設整備事業調査諸費,0,⑨外部効果克服,70%,0,0,縮小,⑨廃棄物の環境外部効果。施設整備補助から排出者負担原則へ移行。
環境省,環境本省,自然公園等施設災害復旧事業費,0,⑨外部効果克服,50%,0,0,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,環境本省,廃棄物処理施設災害復旧事業費,0,⑨外部効果克服,70%,0,0,縮小,⑨廃棄物の環境外部効果。施設整備補助から排出者負担原則へ移行。
環境省,地方環境事務所,地方環境事務所共通費,62,⑨外部効果克服,50%,31,31,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,地方環境事務所,地方環境事務所施設費,0,⑨外部効果克服,50%,0,0,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,地方環境事務所,地方環境対策費,26,⑨外部効果克服,50%,13,13,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,原子力規制委員会,原子力規制委員会共通費,51,⑨外部効果克服,100%,51,0,維持,⑨原子力安全規制は典型的な外部効果問題。民間には任せられない。
環境省,原子力規制委員会,原子力規制委員会施設費,23,⑨外部効果克服,100%,23,0,維持,⑨原子力安全規制は典型的な外部効果問題。民間には任せられない。
環境省,原子力規制委員会,原子力安全確保費,47,⑨外部効果克服,50%,24,23,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,原子力規制委員会,放射能調査研究費,12,⑨外部効果克服,50%,6,6,縮小,⑨環境規制・基準設定は正当。啓発・補助事業は廃止。
環境省,原子力規制委員会,電源開発促進税財源電源利用対策及原子力安全規制対策費エネルギー対策特別会計へ繰入,350,⑨外部効果克服,50%,175,175,縮小,⑨エネルギー消費の環境外部効果（CO2等）。補助ではなく炭素税が効率的。移行期は一部維持。
防衛省,防衛本省,防衛本省共通費,8517,①法秩序維持,100%,8517,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,防衛本省施設費,20,①法秩序維持,100%,20,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,自衛官給与費,15894,①法秩序維持,100%,15894,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,防衛力基盤強化推進費,9221,①法秩序維持,100%,9221,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,防衛力基盤強化施設整備費,2589,①法秩序維持,100%,2589,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,武器車両等整備費,21543,①法秩序維持,100%,21543,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,艦船整備費,3304,①法秩序維持,100%,3304,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,艦船建造費,1218,①法秩序維持,100%,1218,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,航空機整備費,12207,①法秩序維持,100%,12207,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和4年度甲Ⅴ型警備艦建造費,165,①法秩序維持,100%,165,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和4年度潜水艦建造費,165,①法秩序維持,100%,165,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和5年度甲Ⅴ型警備艦建造費,306,①法秩序維持,100%,306,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和5年度潜水艦建造費,96,①法秩序維持,100%,96,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和6年度甲Ⅴ型警備艦建造費,371,①法秩序維持,100%,371,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和6年度甲Ⅵ型警備艦建造費,288,①法秩序維持,100%,288,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和6年度潜水艦建造費,283,①法秩序維持,100%,283,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和7年度甲Ⅴ型警備艦建造費,315,①法秩序維持,100%,315,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和7年度潜水艦建造費,41,①法秩序維持,100%,41,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和8年度甲Ⅴ型警備艦建造費,45,①法秩序維持,100%,45,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,令和8年度潜水艦建造費,20,①法秩序維持,100%,20,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,在日米軍等駐留関連諸費,4029,①法秩序維持,100%,4029,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,独立行政法人駐留軍等労働者労務管理機構運営費,39,①法秩序維持,100%,39,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛本省,安全保障協力推進費,6,①法秩序維持,100%,6,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,地方防衛局,地方防衛局,232,①法秩序維持,100%,232,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,地方防衛局,地方防衛局施設費,1,①法秩序維持,100%,1,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛装備庁,防衛装備庁共通費,276,①法秩序維持,100%,276,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛装備庁,防衛力基盤強化推進費,8605,①法秩序維持,100%,8605,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
防衛省,防衛装備庁,防衛力基盤強化施設整備費,50,①法秩序維持,100%,50,0,維持,①法と秩序（外部安全保障）はフリードマンも認める核心的政府機能。
【合計】,,,1223090,,,590912,632178,,
