所管,組織,項名,目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
内閣,人事院,人事院,職員基本給,34,①法秩序維持,50%,17,17,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,職員諸手当,19,①法秩序維持,50%,10,9,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,超過勤務手当,3,①法秩序維持,50%,2,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,短時間勤務職員給与,1,①法秩序維持,50%,0,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,退職手当,6,①法秩序維持,50%,3,3,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,諸謝金,1,①法秩序維持,50%,0,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,職員旅費,1,①法秩序維持,50%,0,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,外国留学旅費,1,①法秩序維持,50%,0,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,庁費,8,①法秩序維持,50%,4,4,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,研修所庁費,2,①法秩序維持,50%,1,1,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,任用試験費,6,①法秩序維持,50%,3,3,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,国家公務員共済組合負担金,8,①法秩序維持,50%,4,4,縮小,政府縮小に伴い内閣機能も縮小
内閣,人事院,人事院,基礎年金等国家公務員共済組合負担金,2,①法秩序維持,50%,1,1,縮小,政府縮小に伴い内閣機能も縮小
内閣府,内閣本府,内閣本府共通費,職員基本給,68,該当なし,10%,7,61,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,職員諸手当,39,該当なし,10%,4,35,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,超過勤務手当,15,該当なし,10%,2,13,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,委員手当,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,非常勤職員手当,8,該当なし,10%,1,7,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,休職者給与,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,短時間勤務職員給与,3,該当なし,10%,0,3,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,退職手当,18,該当なし,10%,2,16,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,児童手当,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,諸謝金,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,拉致被害者等給付金及滞在援助金,3,該当なし,10%,0,3,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,職員旅費,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,委員等旅費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,庁費,36,該当なし,10%,4,32,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,情報処理業務庁費,7,該当なし,10%,1,6,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,移転費,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,土地建物借料,11,該当なし,10%,1,10,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,各所修繕,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,公共施設等維持管理運営費,15,該当なし,10%,2,13,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,拉致被害者等生活相談等事務委託費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,国家公務員共済組合負担金,45,該当なし,10%,4,41,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,基礎年金等国家公務員共済組合負担金,12,該当なし,10%,1,11,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府共通費,国有資産所在市町村交付金,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府施設費,施設施工庁費,5,該当なし,10%,0,5,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,内閣本府施設費,施設整備費,96,該当なし,10%,10,86,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,独立行政法人国立公文書館運営費,独立行政法人国立公文書館運営費交付金,28,該当なし,10%,3,25,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,政府広報費,啓発広報費,73,該当なし,10%,7,66,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,政府広報費,国際機関等拠出金,5,該当なし,10%,0,5,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,アイヌ政策推進費,アイヌ政策推進交付金,20,該当なし,10%,2,18,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,非常勤職員手当,1,⑤契約履行強制,100%,1,0,維持（時限的）,⑤条約義務
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理業務旅費,1,⑤契約履行強制,100%,1,0,維持（時限的）,⑤条約義務
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理業務庁費,4,⑤契約履行強制,100%,4,0,維持（時限的）,⑤条約義務
内閣府,内閣本府,遺棄化学兵器廃棄処理事業費,遺棄化学兵器廃棄処理事業等委託費,435,⑤契約履行強制,100%,435,0,維持（時限的）,⑤条約義務
内閣府,内閣本府,経済財政政策費,職員旅費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,情報処理業務庁費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,経済新生政策調査費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,民間資金等活用事業調査費,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,景気動向調査費,2,該当なし,10%,0,2,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,経済財政政策効果分析調査費,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,経済財政政策費,経済協力開発機構拠出金,1,該当なし,10%,0,1,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,地方創生支援費,地方創生支援委託費,6,該当なし,0%,0,6,廃止,産業政策廃止
内閣府,内閣本府,地方創生支援費,地方創生支援事業費補助金,2,該当なし,0%,0,2,廃止,産業政策廃止
内閣府,内閣本府,地方創生支援費,新しい地方経済・生活環境創生交付金,1042,該当なし,0%,0,1042,廃止,産業政策廃止
内閣府,内閣本府,地方創生基盤整備事業推進費,新しい地方経済・生活環境創生基盤整備交付金,558,該当なし,0%,0,558,廃止,産業政策廃止
内閣府,内閣本府,防災政策費,職員旅費,1,⑨外部効果克服,70%,1,0,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,庁費,1,⑨外部効果克服,70%,1,0,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,災害支援物資供給業務庁費,7,⑨外部効果克服,70%,5,2,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,災害関係調査費,25,⑨外部効果克服,70%,18,7,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,中央防災通信維持費,8,⑨外部効果克服,70%,6,2,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,土地建物借料,2,⑨外部効果克服,70%,1,1,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,無線通信機器等整備費,4,⑨外部効果克服,70%,3,1,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,被災者生活再建支援金補助金,6,⑨外部効果克服,70%,4,2,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,特定地震防災対策施設運営費補助金,3,⑨外部効果克服,70%,2,1,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,特定非営利活動法人等被災者支援活動費補助金,1,⑨外部効果克服,70%,1,0,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,災害救助費等負担金,28,⑨外部効果克服,70%,20,8,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,災害弔慰金等負担金,1,⑨外部効果克服,70%,1,0,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,防災力強化総合交付金,35,⑨外部効果克服,70%,24,11,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,国際防災戦略事務局拠出金,1,⑨外部効果克服,70%,1,0,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,防災政策費,災害援護貸付金,2,⑨外部効果克服,70%,1,1,縮小,⑨広域災害。補助事業廃止
内閣府,内閣本府,事前防災対策総合推進費,(事前防災対策総合推進費),17,該当なし,10%,2,15,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,電源開発促進税財源のエネルギー対策特別会計へ繰入,97,該当なし,10%,10,87,廃止,フリードマン範囲外の政策調整廃止
内閣府,内閣本府,沖縄政策費,沖縄安全対策業務庁費,5,該当なし,0%,0,5,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄振興開発調査委託費,8,該当なし,0%,0,8,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,鉄軌道等導入課題詳細調査委託費,1,該当なし,0%,0,1,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄産業技術開発事業委託費,1,該当なし,0%,0,1,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄こども政策調査研究等事業委託費,1,該当なし,0%,0,1,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄離島無電柱化緊急対策事業費補助金,3,該当なし,0%,0,3,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,駐留軍用地跡地利用推進事業費補助金,3,該当なし,0%,0,3,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,駐留軍用地跡地先行取得事業費補助金,50,該当なし,0%,0,50,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄離島活性化推進事業費補助金,61,該当なし,0%,0,61,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄離島生活環境基盤整備推進費補助金,7,該当なし,0%,0,7,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄観光景観形成支援事業費補助金,3,該当なし,0%,0,3,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄農林水産物条件不利解消事業費補助金,19,該当なし,0%,0,19,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄産業創出支援事業費補助金,19,該当なし,0%,0,19,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄産業技術開発事業費補助金,9,該当なし,0%,0,9,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄こどもの貧困緊急対策事業費補助金,22,該当なし,0%,0,22,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄雇用促進・人材育成等推進事業費補助金,1,該当なし,0%,0,1,廃止,特定地域優遇補助廃止
内閣府,内閣本府,沖縄政策費,沖縄こども政策調査研究等事業費補助金,1,該当なし,0%,0,1,廃止,特定地域優遇補助廃止
