特別会計,勘定,款名,目名,元額_億円,除外,フリードマン根拠,残存割合,残す額_億円,措置,理由
自動車安全,自動車事故対策勘定,北海道空港整備事業費,空港整備事業費補助,10,False,[8],0.5,5,半減,同上
自動車安全,自動車事故対策勘定,離島空港整備事業費,空港整備事業費,8,False,[8],0.5,4,半減,民間空港への移行で縮小
自動車安全,自動車事故対策勘定,離島空港整備事業費,空港整備事業費補助,23,False,[9],0.5,11,半減,⑨離島は公共性で一部維持
自動車安全,自動車事故対策勘定,沖縄空港整備事業費,空港整備事業費,101,False,[8],0.8,80,縮小,⑧防衛上の重要性あり維持
自動車安全,自動車事故対策勘定,沖縄空港整備事業費,営繕宿舎費,0,False,[8],0.8,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,沖縄空港整備事業費,空港整備事業調査費,0,False,[8],0.8,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,沖縄空港整備事業費,空港整備事業費補助,11,False,[8],0.5,5,半減,同上
自動車安全,自動車事故対策勘定,航空路整備事業費,航空路整備事業費,274,False,[8],0.8,219,縮小,⑧技術的独占（航空管制）として維持
自動車安全,自動車事故対策勘定,航空路整備事業費,航空路整備事業調査費,0,False,[8],0.8,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,成田国際空港等整備事業資金貸付金,成田国際空港整備事業資金貸付金,100,False,[8],0.5,50,縮小,⑧技術的独占（空港）として一部維持
自動車安全,自動車事故対策勘定,成田国際空港等整備事業資金貸付金,中部国際空港整備事業資金貸付金,10,False,[8],0.5,5,縮小,⑧同上
自動車安全,自動車事故対策勘定,地域公共交通維持・活性化推進費,航空機等購入費補助金,24,False,[9],0.5,12,縮小,⑨離島交通
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,職員基本給,6,False,[8],0.6,3,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,職員諸手当,3,False,[8],0.6,1,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,超過勤務手当,1,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,短時間勤務職員給与,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,退職手当,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,児童手当,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,諸謝金,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,職員旅費,1,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,工事施行旅費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,赴任旅費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,委員等旅費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,庁費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,情報処理業務庁費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,車両費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,広報費,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,電子計算機借料,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,工事雑費,1,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,自動車重量税,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,国家公務員共済組合負担金,2,False,[8],0.6,1,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,国有資産所在市町村交付金,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,賠償償還及払戻金,0,False,[8],0.6,0,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等整備事業工事諸費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
自動車安全,自動車事故対策勘定,空港等災害復旧事業費,空港等災害復旧費,39,False,"[8, 9]",0.8,31,縮小,⑧⑨災害復旧
自動車安全,自動車事故対策勘定,空港等災害復旧事業費,空港災害復旧事業費補助,1,False,"[8, 9]",0.8,0,縮小,⑧⑨維持
自動車安全,自動車事故対策勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,432,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
自動車安全,自動車事故対策勘定,予備費,(予備費),0,False,[],0.3,0,縮小,縮小
東日本大震災復興,,復興庁共通費,職員基本給,10,False,[],0.5,5,縮小,管理費
東日本大震災復興,,復興庁共通費,職員諸手当,6,False,[],0.5,3,縮小,管理費
東日本大震災復興,,復興庁共通費,超過勤務手当,2,False,[],0.5,1,縮小,管理費
東日本大震災復興,,復興庁共通費,委員手当,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,非常勤職員手当,1,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,公務災害補償費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,退職手当,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,児童手当,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,諸謝金,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,職員旅費,1,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,赴任旅費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,委員等旅費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,庁費,12,False,[],0.5,6,縮小,管理費
東日本大震災復興,,復興庁共通費,情報処理業務庁費,4,False,[],0.5,2,縮小,管理費
東日本大震災復興,,復興庁共通費,復興政策調査費,8,False,[],0.5,4,縮小,政策調査
東日本大震災復興,,復興庁共通費,土地建物借料,1,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,各所修繕,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,自動車重量税,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,消費税,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,国家公務員共済組合負担金,3,False,[],0.5,1,縮小,管理費
東日本大震災復興,,復興庁共通費,交際費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,賠償償還及払戻金,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,復興庁共通費,貨幣交換差減補填金,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,東日本大震災復興支援対策費,被災者支援総合交付金,55,False,[10],0.7,38,縮小,⑩被災者支援
東日本大震災復興,,東日本大震災復興支援対策費,復興特区支援利子補給金,2,False,[10],0.6,1,縮小,⑩被災者支援
東日本大震災復興,,原子力災害復興再生支援事業費,復興政策調査費,0,False,"[9, 10]",0.8,0,縮小,⑨⑩福島復興
東日本大震災復興,,原子力災害復興再生支援事業費,福島生活環境整備・帰還再生加速事業委託費,52,False,"[9, 10]",0.8,41,縮小,⑨⑩福島復興
東日本大震災復興,,原子力災害復興再生支援事業費,福島再生加速化交付金,590,False,"[9, 10]",0.8,472,縮小,⑨⑩福島復興
東日本大震災復興,,福島国際研究教育機構関連事業費,施設施工旅費,0,False,[9],0.5,0,縮小,⑨同上
東日本大震災復興,,福島国際研究教育機構関連事業費,施設施工庁費,19,False,[9],0.5,9,縮小,⑨同上
東日本大震災復興,,福島国際研究教育機構関連事業費,施設整備費,48,False,[9],0.5,24,縮小,⑨同上
東日本大震災復興,,福島国際研究教育機構関連事業費,不動産購入費,0,False,[9],0.5,0,縮小,⑨同上
東日本大震災復興,,福島国際研究教育機構関連事業費,新産業創出等研究開発推進事業費補助金,117,False,[9],0.5,58,縮小,⑨基礎研究外部効果
東日本大震災復興,,福島国際研究教育機構関連事業費,移転等補償金,0,False,[9],0.5,0,縮小,⑨同上
東日本大震災復興,,内閣共通費,職員基本給,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,内閣共通費,職員諸手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,内閣共通費,退職手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,内閣共通費,児童手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,内閣共通費,庁費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,内閣共通費,国家公務員共済組合負担金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,文部科学省共通費,職員基本給,1,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,職員諸手当,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,超過勤務手当,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,退職手当,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,児童手当,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,庁費,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,文部科学省共通費,国家公務員共済組合負担金,0,False,[10],0.5,0,縮小,⑩教育復興
東日本大震災復興,,農林水産省共通費,職員基本給,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産省共通費,職員諸手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産省共通費,超過勤務手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産省共通費,児童手当,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産省共通費,庁費,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産省共通費,国家公務員共済組合負担金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,環境省共通費,職員基本給,22,False,[],0.5,11,縮小,人員縮小
東日本大震災復興,,環境省共通費,職員諸手当,11,False,[],0.5,5,縮小,管理費
東日本大震災復興,,環境省共通費,超過勤務手当,1,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,短時間勤務職員給与,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,児童手当,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,諸謝金,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,職員旅費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,委員等旅費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,庁費,10,False,[],0.5,5,縮小,管理費
東日本大震災復興,,環境省共通費,移転費,0,False,[],0.5,0,縮小,管理費
東日本大震災復興,,環境省共通費,土地建物借料,4,False,[],0.5,2,縮小,管理費
東日本大震災復興,,環境省共通費,国家公務員共済組合負担金,6,False,[],0.5,3,縮小,管理費
東日本大震災復興,,地域活性化等復興政策費,避難指示区域入域管理等委託費,33,False,[9],0.8,26,縮小,⑨原子力リスク管理
東日本大震災復興,,地域活性化等復興政策費,特定復興再生拠点区域外帰還・居住調査等委託費,3,False,[10],0.5,1,縮小,⑩被災者支援
東日本大震災復興,,地域活性化等復興政策費,被災者生活再建支援金補助金,5,False,[10],0.5,2,縮小,⑩被災者支援
東日本大震災復興,,地域活性化等復興政策費,特定非営利活動法人等被災者支援交付金,0,False,[10],0.5,0,縮小,⑩被災者支援
東日本大震災復興,,治安復興事業費,都道府県警察施設整備費補助金,2,False,[1],0.8,1,縮小,①法秩序維持
東日本大震災復興,,消費生活復興政策費,職員旅費,0,False,[10],0.5,0,縮小,⑩同上
東日本大震災復興,,消費生活復興政策費,庁費,0,False,[10],0.5,0,縮小,⑩同上
東日本大震災復興,,消費生活復興政策費,食品等試験検査費,0,False,[10],0.5,0,縮小,⑩同上
東日本大震災復興,,消費生活復興政策費,地方消費者行政推進交付金,1,False,"[1, 10]",0.5,0,縮小,⑩消費者保護
東日本大震災復興,,防災行政復興政策費,災害救助費等負担金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,防災行政復興政策費,災害弔慰金等負担金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,防災行政復興政策費,災害援護貸付金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,生活基盤行政復興政策費,職員旅費,0,False,"[9, 10]",0.6,0,縮小,⑨⑩生活基盤
東日本大震災復興,,生活基盤行政復興政策費,情報通信基盤災害復旧事業費補助金,0,False,"[9, 10]",0.6,0,縮小,⑨⑩生活基盤
東日本大震災復興,,生活基盤行政復興政策費,原子力災害避難指示区域消防活動費交付金,1,False,"[1, 9]",0.8,0,縮小,①⑨防災
東日本大震災復興,,生活基盤行政復興事業費,消防防災設備災害復旧費補助金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,生活基盤行政復興事業費,消防防災施設災害復旧費補助金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,財務行政復興事業費,株式会社日本政策金融公庫出資金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,教育・科学技術等復興政策費,委員手当,1,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,非常勤職員手当,14,False,[10],0.7,9,縮小,教育支援は一部維持
東日本大震災復興,,教育・科学技術等復興政策費,教育振興助成謝金,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,原子力損害賠償業務謝金,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,職員旅費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,教育振興助成職員旅費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,原子力損害賠償業務旅費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,教育振興助成委員等旅費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,原子力損害賠償業務委員等旅費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,教育振興助成庁費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,原子力損害賠償業務庁費,7,False,[10],0.5,3,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,情報処理業務庁費,2,False,[10],0.5,1,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,初等中等教育振興事業委託費,1,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,原子力損害賠償仲介調査等委託費,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,大学改革推進等補助金,4,False,[10],0.5,2,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,私立大学等経常費補助金,0,False,[10],0.5,0,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,放射線影響等研究開発等推進事業費補助金,2,False,[10],0.5,1,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,文化芸術振興費補助金,7,False,[10],0.5,3,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,義務教育費国庫負担金,8,False,[10],0.7,5,縮小,⑩義務教育は維持
東日本大震災復興,,教育・科学技術等復興政策費,被災児童生徒就学支援等事業交付金,2,False,[10],0.5,1,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興政策費,緊急スクールカウンセラー等活用事業交付金,11,False,[10],0.5,5,半減,⑩教育復興
東日本大震災復興,,教育・科学技術等復興事業費,公立諸学校建物其他災害復旧費補助金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,東日本大震災復興国立研究開発法人日本原子力研究開発機構運営費,国立研究開発法人日本原子力研究開発機構一般勘定運営費交付金,7,False,[9],0.7,4,縮小,⑨廃炉安全
東日本大震災復興,,社会保障等復興政策費,職員旅費,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,委員等旅費,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,医療保険制度関係業務庁費,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,食品等試験検査費,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,セーフティネット支援対策等事業費補助金,1,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,障害者等災害臨時特例補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,介護保険災害臨時特例補助金,4,False,[10],0.5,2,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,福島介護再生臨時特例補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,全国健康保険協会特定健康診査・保健指導補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,健康保険組合特定健康診査・保健指導補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,国民健康保険特定健康診査・保健指導補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,国民健康保険組合特定健康診査・保健指導補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,全国健康保険協会災害臨時特例補助金,11,False,[10],0.5,5,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,健康保険組合災害臨時特例補助金,1,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,国民健康保険災害臨時特例補助金,10,False,[10],0.5,5,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,国民健康保険組合災害臨時特例補助金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,後期高齢者医療災害臨時特例補助金,2,False,[10],0.5,1,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,国家公務員共済組合負担金,0,False,[10],0.5,0,半減,⑩社会保障復興
東日本大震災復興,,社会保障等復興政策費,地域医療再生臨時特例交付金,60,False,[10],0.6,36,縮小,⑩医療復興
東日本大震災復興,,社会保障等復興事業費,株式会社日本政策金融公庫出資金,0,False,"[9, 10]",0.5,0,縮小,⑨⑩東日本大震災復興（未分類）
東日本大震災復興,,農林水産業復興政策費,職員旅費,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,食品安全・消費者信頼確保対策業務旅費,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,庁費,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,食品安全・消費者信頼確保対策業務庁費,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,国有林野森林整備・保全管理費,1,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,農林水産業再生支援対策調査等委託費,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,森林整備・保全調査等委託費,5,False,[9],0.5,2,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,水産資源管理対策調査等委託費,6,False,[9],0.5,3,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,国内食料供給対策事業費補助金,36,False,[9],0.5,18,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,食料自給力確保対策事業費補助金,1,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,農業経営金融支援対策費補助金,2,False,[9],0.5,1,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,林業振興事業費補助金,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,森林整備・保全費補助金,30,False,[9],0.5,15,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,林産物供給等振興事業費補助金,3,False,[9],0.5,1,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,水源林復興促進対策費補助金,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,水産業振興対策事業費補助金,226,False,[9],0.6,135,縮小,⑨水産復興
東日本大震災復興,,農林水産業復興政策費,漁業経営維持安定資金利子補給等補助金,4,False,[9],0.5,2,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,漁村活性化対策事業費補助金,37,False,[9],0.5,18,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,共同利用漁船等復旧支援対策費補助金,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,漁場等復旧支援対策費補助金,2,False,[9],0.5,1,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,水産資源管理対策事業費補助金,6,False,[9],0.5,3,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,農林水産業再生支援交付金,32,False,[9],0.5,16,半減,⑨農水復興。縮小
東日本大震災復興,,農林水産業復興政策費,漁業信用保険事業交付金,1,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興政策費,株式会社日本政策金融公庫補給金,0,False,[9],0.5,0,半減,⑨農水復興
東日本大震災復興,,農林水産業復興事業費,林業振興整備費補助金,7,False,[],0.0,0,廃止,産業補助廃止
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興政策費,地域経済政策推進事業委託費,2,False,[],0.2,0,縮小,最小限
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興政策費,中小企業政策推進事業委託費,1,False,[],0.2,0,縮小,最小限
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興政策費,地域経済政策推進事業費補助金,404,False,[],0.0,0,廃止,産業補助廃止
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興政策費,情報処理・サービス・製造産業振興事業費補助金,2,False,[],0.2,0,縮小,最小限
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興事業費,中小企業組合等共同施設等災害復旧費補助金,6,False,[],0.2,1,縮小,産業補助廃止後の残余（最小）
東日本大震災復興,,経済・産業及エネルギー安定供給確保等復興事業費,株式会社日本政策金融公庫出資金,0,False,[],0.2,0,縮小,産業補助廃止後の残余（最小）
東日本大震災復興,,東日本大震災復興独立行政法人中小企業基盤整備機構運営費,独立行政法人中小企業基盤整備機構一般勘定運営費交付金,2,False,[],0.2,0,縮小,縮小
東日本大震災復興,,住宅・地域公共交通等復興政策費,諸謝金,0,False,[10],0.6,0,縮小,⑩住宅復興
東日本大震災復興,,住宅・地域公共交通等復興政策費,職員旅費,0,False,[10],0.6,0,縮小,⑩住宅復興
東日本大震災復興,,住宅・地域公共交通等復興政策費,委員等旅費,0,False,[10],0.6,0,縮小,⑩住宅復興
東日本大震災復興,,住宅・地域公共交通等復興政策費,地域公共交通確保維持改善事業費補助金,1,False,[9],0.5,0,縮小,⑨離島等交通維持
東日本大震災復興,,住宅・地域公共交通等復興政策費,観光関連復興支援事業費補助金,4,False,[],0.0,0,廃止,産業補助廃止
東日本大震災復興,,住宅・地域公共交通等復興政策費,ブルーツーリズム推進支援事業費補助金,1,False,[],0.0,0,廃止,廃止
東日本大震災復興,,環境保全復興政策費,諸謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定復興拠点整備業務謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定帰還居住区域整備業務謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減処理業務謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質除去土壌等管理謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,環境放射線測定等謝金,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,職員旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理業務旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定復興拠点整備業務旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定帰還居住区域整備業務旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減処理業務旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質除去土壌等管理旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,環境放射線測定等職員旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定復興拠点整備業務委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理業務委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定帰還居住区域整備業務委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減処理業務委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質除去土壌等管理委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,環境放射線測定等委員等旅費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,庁費,0,False,[9],0.8,0,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射線量低減処理業務庁費,102,False,[9],0.8,81,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,環境放射線測定等庁費,10,False,[9],0.8,8,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,環境保全調査費,24,False,[9],0.8,19,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,放射性物質汚染廃棄物処理事業費,120,False,[9],0.8,96,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定復興拠点整備事業費,71,False,[9],0.8,56,縮小,⑨廃炉・除染
東日本大震災復興,,環境保全復興政策費,特定帰還居住区域整備事業費,485,False,"[9, 10]",0.8,388,縮小,⑨外部効果対応・⑩住民保護
