所管,項名,目名,元額_億円,分類,残存率,残す額_億円,理由
会計検査院,会計検査院,官民区分所有施設維持管理運営費,5,③,100%,5,会計検査院に係る官民区分所有施設維持管理運営費。政府支出の独立的監査（利益相反なき第三者機関が歳出の合法性・効率性を検査する統治機能③）の遂行に伴う経費
会計検査院,会計検査院,国家公務員共済組合負担金,17,③,100%,17,会計検査院に係る国家公務員共済組合負担金（使用者負担）。政府支出の独立的監査（利益相反なき第三者機関が歳出の合法性・効率性を検査する統治機能③）の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率100%）
会計検査院,会計検査院,基礎年金等国家公務員共済組合負担金,4,③,100%,4,会計検査院に係る基礎年金等国家公務員共済組合負担金（使用者負担）。政府支出の独立的監査（利益相反なき第三者機関が歳出の合法性・効率性を検査する統治機能③）の執行職員に係る国民年金相当部分の法定コスト（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,職員基本給,81,③,100%,81,内閣官房共通費に係る職員基本給。行政各部の政策調整という統治機能（③）の中枢機関であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,職員諸手当,48,③,100%,48,内閣官房共通費に係る職員諸手当（扶養・通勤・地域等）。行政各部の政策調整という統治機能（③）の中枢機関の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,超過勤務手当,18,③,100%,18,内閣官房共通費に係る超過勤務手当。行政各部の政策調整という統治機能（③）の中枢機関の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,非常勤職員手当,6,③,100%,6,内閣官房共通費に係る非常勤職員手当。行政各部の政策調整という統治機能（③）の中枢機関における専門的・期間限定業務の外部人材コスト（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,短時間勤務職員給与,3,③,100%,3,内閣官房共通費に係る短時間勤務職員給与。行政各部の政策調整という統治機能（③）の中枢機関の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,退職手当,10,③,100%,10,内閣官房共通費に係る退職手当。行政各部の政策調整という統治機能（③）の中枢機関の執行を長期的に支える人材の雇用終了時の義務的給付（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,児童手当,1,③,100%,1,内閣官房共通費に係る児童手当。行政各部の政策調整という統治機能（③）の中枢機関の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,諸謝金,15,③,100%,15,内閣官房共通費に係る諸謝金。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,報償費,15,③,100%,15,内閣官房共通費に係る報償費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,職員旅費,8,③,100%,8,内閣官房共通費に係る職員旅費。行政各部の政策調整という統治機能（③）の中枢機関に伴う現地視察・監督・会議出張費
内閣,内閣官房共通費,安全保障業務旅費,1,③,100%,1,内閣官房共通費に係る安全保障業務旅費。行政各部の政策調整という統治機能（③）の中枢機関に伴う現地視察・監督・会議出張費
内閣,内閣官房共通費,委員等旅費,1,③,100%,1,内閣官房共通費に係る委員等旅費。行政各部の政策調整という統治機能（③）の中枢機関に伴う現地視察・監督・会議出張費
内閣,内閣官房共通費,庁費,27,③,100%,27,内閣官房共通費に係る庁費。行政各部の政策調整という統治機能（③）の中枢機関の行政執行を支える事務所経費（消耗品・光熱・雑費等）
内閣,内閣官房共通費,情報処理業務庁費,128,③,100%,128,内閣官房共通費に係る情報処理業務庁費。行政各部の政策調整という統治機能（③）の中枢機関に必要なデータ処理・業務システムの維持コスト
内閣,内閣官房共通費,総理大臣官邸業務庁費,21,③,100%,21,内閣官房共通費に係る総理大臣官邸業務庁費。行政各部の政策調整という統治機能（③）の中枢機関の行政執行を支える事務所経費（消耗品・光熱・雑費等）
内閣,内閣官房共通費,拉致問題対策庁費,6,③,100%,6,内閣官房共通費に係る拉致問題対策庁費。行政各部の政策調整という統治機能（③）の中枢機関の行政執行を支える事務所経費（消耗品・光熱・雑費等）
内閣,内閣官房共通費,サイバーセキュリティ研究開発等推進業務庁費,10,③,100%,10,内閣官房共通費に係るサイバーセキュリティ研究開発等推進業務庁費。行政各部の政策調整という統治機能（③）の中枢機関の行政執行を支える事務所経費（消耗品・光熱・雑費等）
内閣,内閣官房共通費,電子計算機等借料,5,③,100%,5,内閣官房共通費に係る電子計算機等借料。行政各部の政策調整という統治機能（③）の中枢機関に必要な情報処理機器の調達コスト
内閣,内閣官房共通費,土地建物借料,6,③,100%,6,内閣官房共通費に係る土地建物借料。行政各部の政策調整という統治機能（③）の中枢機関の拠点施設として民間施設を借上げるコスト
内閣,内閣官房共通費,拉致問題対策情報収集等活動費,6,③,100%,6,内閣官房共通費に係る拉致問題対策情報収集等活動費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,国家安全保障政策活動費,2,③,100%,2,内閣官房共通費に係る国家安全保障政策活動費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,国際テロ情報収集等活動費,4,③,100%,4,内閣官房共通費に係る国際テロ情報収集等活動費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,情報調査委託費,8,③,100%,8,内閣官房共通費に係る情報調査委託費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,サイバーセキュリティ研究開発推進委託費,10,③,100%,10,内閣官房共通費に係るサイバーセキュリティ研究開発推進委託費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,サイバーセキュリティ推進調整事務委託費,19,③,100%,19,内閣官房共通費に係るサイバーセキュリティ推進調整事務委託費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,内閣官房共通費,国家公務員共済組合負担金,26,③,100%,26,内閣官房共通費に係る国家公務員共済組合負担金（使用者負担）。行政各部の政策調整という統治機能（③）の中枢機関の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率100%）
内閣,内閣官房共通費,基礎年金等国家公務員共済組合負担金,5,③,100%,5,内閣官房共通費に係る基礎年金等国家公務員共済組合負担金（使用者負担）。行政各部の政策調整という統治機能（③）の中枢機関の執行職員に係る国民年金相当部分の法定コスト（人件費按分：同項非人件費残存率100%）
内閣,内閣官房施設費,施設整備費,24,③,100%,24,内閣官房施設費に係る施設整備費。行政各部の政策調整という統治機能（③）の中枢機関の遂行に伴う経費
内閣,情報収集衛星業務費,諸謝金,1,③,100%,1,情報収集衛星業務費に係る諸謝金。統治機能（③）の遂行に伴う経費
内閣,情報収集衛星業務費,職員旅費,1,③,100%,1,情報収集衛星業務費に係る職員旅費。統治機能（③）に伴う現地視察・監督・会議出張費
